transaction_amount,transaction_time,location_distance,cardholder_age,merchant_risk_score,device_trust_score,is_international,is_fraud
1143.2,4.82,1867.03,54.0,48.65,68.06,0,0
3797.91,18.25,965.34,66.0,15.34,42.15,0,0
2772.14,12.45,191.26,50.0,59.89,44.53,1,0
110.67,15.68,630.01,30.0,79.82,89.34,0,1
1585.23,8.62,463.26,60.0,3.3,73.75,1,0
889.12,10.54,371.7,56.0,16.38,21.94,0,0
3281.08,4.33,2778.85,50.0,34.26,65.72,0,0
1378.78,18.16,41.54,67.0,25.58,13.23,0,0
329.41,3.77,1805.57,63.0,38.32,19.41,0,0
279.4,18.68,2842.42,56.0,95.19,71.41,1,0
2910.73,19.15,1080.16,56.0,10.12,12.59,0,0
113.51,17.92,1581.29,56.0,42.33,28.02,1,1
4244.72,0.47,2087.35,48.0,45.71,89.81,0,1
781.21,6.56,951.51,44.0,28.03,73.83,0,0
3034.8,11.24,1432.96,58.0,27.85,92.95,1,0
2226.22,14.29,2451.31,53.0,71.48,88.18,1,1
2217.04,22.06,2236.07,46.0,61.78,31.26,1,0
363.63,9.01,2425.35,25.0,81.28,63.24,0,0
4014.75,21.0,2962.02,58.0,40.51,37.87,0,0
4465.8,3.92,1110.98,55.0,60.67,69.71,0,0
60.03,8.91,2241.27,38.0,89.36,34.85,0,0
897.13,1.25,1808.35,38.0,85.13,0.13,1,0
4520.0,17.82,1999.81,32.0,92.0,9.39,0,0
2749.72,3.62,2219.62,73.0,26.9,77.1,1,0
754.45,6.17,2249.19,67.0,98.54,8.4,0,1
1017.94,18.61,2657.24,50.0,81.64,59.94,1,1
3301.63,12.83,1047.97,41.0,79.48,85.78,0,0
3625.46,0.34,1960.44,60.0,66.76,74.11,0,0
2999.14,0.05,840.87,48.0,98.33,41.34,0,0
4765.98,12.26,1783.71,74.0,44.16,20.86,0,0
2472.85,7.32,2253.53,21.0,74.15,92.25,0,0
1504.86,4.33,2373.0,20.0,69.88,56.64,1,0
2388.78,14.73,1260.37,50.0,73.21,40.54,0,0
1801.53,5.48,1526.16,30.0,75.15,94.21,1,0
1125.96,14.21,1001.55,52.0,19.08,21.5,1,0
234.59,9.1,507.11,63.0,34.91,44.23,1,1
1764.3,4.48,781.55,26.0,39.23,10.86,1,1
3558.49,3.31,2736.41,43.0,74.8,12.49,1,1
97.1,5.68,926.91,57.0,71.62,39.86,1,0
2198.7,0.72,2924.28,66.0,83.34,69.97,0,0
3221.83,7.4,724.43,46.0,78.85,33.89,0,0
3053.97,21.65,2169.21,30.0,59.6,68.96,1,1
3884.36,19.95,1721.71,51.0,13.99,80.52,0,0
4053.55,8.93,2090.61,44.0,63.55,87.76,1,0
3559.97,13.82,1931.87,62.0,88.71,4.47,1,0
518.47,13.62,2120.25,50.0,64.32,77.37,0,0
2377.74,19.89,2716.64,34.0,89.56,14.71,0,1
3019.01,5.67,1690.41,61.0,99.91,69.83,0,0
1231.6,7.11,203.55,48.0,35.92,37.17,0,0
217.55,7.24,812.48,28.0,72.33,70.78,1,0
1121.83,0.98,2124.66,50.0,54.0,21.38,1,0
2277.2,7.55,1482.22,72.0,45.5,64.5,0,1
2072.58,21.07,1645.66,58.0,23.99,12.55,0,1
887.45,21.89,1789.74,35.0,24.59,16.97,1,0
4122.96,2.63,1147.89,59.0,18.5,61.45,0,0
4628.8,10.99,2321.69,34.0,63.15,33.68,1,0
1010.73,9.15,2170.6,49.0,14.21,70.38,1,1
4648.22,11.74,2142.9,48.0,43.14,68.52,0,1
94.22,13.31,2145.93,32.0,52.33,62.16,0,0
4625.19,0.49,2671.07,38.0,43.82,73.05,1,1
4759.88,20.21,1786.18,72.0,85.49,79.39,0,0
65.2,23.37,2901.22,32.0,44.32,91.14,1,1
3816.28,15.68,357.58,64.0,8.28,8.05,0,0
4851.16,15.85,1895.88,56.0,99.22,57.15,0,1
4529.98,12.67,2150.78,48.0,84.5,74.88,0,1
4853.7,8.02,1431.66,26.0,66.0,21.69,1,1
2753.87,3.58,864.63,30.0,75.63,26.36,0,0
395.39,14.02,1650.11,28.0,12.82,26.7,0,0
4249.7,1.08,1094.24,51.0,76.59,57.23,1,1
3071.07,19.79,2727.37,73.0,20.77,36.62,1,1
3075.61,10.1,1070.38,68.0,48.9,66.61,1,1
2089.18,9.95,527.12,19.0,17.8,61.02,0,0
2861.35,7.85,1729.17,34.0,75.38,65.71,1,1
772.13,23.26,1187.98,27.0,24.59,25.23,0,1
3700.15,4.2,287.69,74.0,25.32,76.74,0,0
379.71,3.63,1694.53,31.0,10.92,66.4,1,0
3650.25,3.97,1613.54,29.0,72.06,13.06,0,0
4245.65,15.8,519.59,53.0,29.58,20.02,0,1
2364.98,23.81,1792.91,50.0,51.83,30.1,1,0
2551.6,5.65,1702.08,31.0,33.22,93.6,0,1
1564.51,21.73,2320.84,56.0,77.47,32.63,1,0
4847.45,6.69,1084.71,24.0,22.65,1.99,0,0
3666.96,15.55,746.28,19.0,94.08,14.16,1,1
1848.1,0.97,2853.66,23.0,32.13,3.22,1,0
878.16,11.9,1683.65,39.0,10.39,40.28,0,0
1101.8,15.71,81.42,74.0,24.03,79.72,1,0
2322.29,12.87,2462.14,49.0,7.39,45.04,1,1
4713.13,5.71,590.27,61.0,46.87,83.9,0,0
3672.06,19.88,2358.11,36.0,25.03,4.75,1,1
1080.14,23.28,2115.49,59.0,88.6,46.97,0,0
4298.51,11.02,2906.44,73.0,51.71,78.71,1,1
1894.11,15.26,2896.74,38.0,23.34,67.47,0,0
4259.35,18.97,823.23,75.0,45.13,85.28,1,0
1212.29,5.8,2299.35,54.0,19.6,27.38,1,0
3095.21,20.75,950.57,61.0,17.87,50.09,0,0
4633.72,6.72,1887.59,32.0,30.07,67.69,0,0
1293.18,18.62,1793.24,55.0,10.83,16.85,0,0
3466.17,2.69,163.63,47.0,18.86,81.58,1,0
4936.63,6.92,15.55,73.0,93.8,31.15,1,1
757.24,12.81,173.29,70.0,66.68,9.33,0,1
446.57,12.6,383.83,41.0,92.11,76.57,1,0
3372.6,20.41,772.96,72.0,25.68,70.5,1,1
1701.98,23.91,2720.87,68.0,85.7,88.37,1,1
360.87,2.57,1555.9,52.0,36.23,89.21,1,0
2379.15,6.51,2390.68,23.0,14.42,27.85,1,1
3770.08,8.58,2514.94,27.0,80.47,64.14,0,0
1429.19,11.49,2204.83,22.0,5.97,99.91,0,0
1678.56,11.85,1174.16,24.0,40.49,24.38,1,0
4229.27,20.55,2591.58,74.0,81.93,47.29,1,0
2602.76,18.49,2226.15,30.0,61.72,91.02,0,0
4214.45,0.45,2229.45,57.0,51.81,10.31,1,1
2234.72,10.92,2704.72,54.0,35.36,92.82,1,1
4765.11,14.83,1795.99,54.0,7.51,48.82,1,0
3255.72,11.05,1585.72,30.0,99.1,89.3,0,1
583.91,3.14,2670.49,51.0,17.48,62.14,1,0
4426.04,9.54,1363.39,54.0,25.53,67.14,0,0
2448.88,9.88,2434.71,51.0,23.59,77.3,1,0
712.49,4.51,161.54,29.0,90.79,6.71,0,0
767.69,18.15,3.87,59.0,76.37,62.78,1,0
3439.23,7.71,1584.88,22.0,45.73,92.39,0,0
241.63,14.14,220.84,52.0,95.54,95.61,1,0
1436.54,12.38,2929.63,43.0,5.28,96.83,1,0
703.24,21.06,16.5,32.0,89.37,64.58,1,0
2208.18,2.93,2154.45,64.0,6.04,63.33,1,0
2074.7,2.74,730.15,28.0,39.11,55.25,0,0
2611.77,7.21,2902.66,71.0,5.4,60.76,0,0
1401.78,10.35,1144.62,68.0,99.9,61.21,1,0
165.06,7.17,81.85,39.0,91.44,4.24,1,0
3073.86,18.32,80.81,35.0,58.48,8.89,1,1
1871.72,5.89,1660.12,26.0,21.78,61.94,1,0
3258.42,2.03,2960.14,70.0,27.68,31.42,1,1
547.79,9.93,2939.32,54.0,44.95,30.14,0,0
73.82,18.56,1011.82,20.0,32.28,19.34,0,0
1245.23,20.41,1448.11,47.0,2.13,80.11,0,0
2285.45,17.6,301.37,23.0,65.63,96.43,1,0
1973.39,13.39,1566.53,51.0,61.34,62.78,1,0
4052.46,17.38,1799.1,47.0,90.43,94.54,0,1
1892.3,16.35,753.18,23.0,47.69,88.39,0,0
2654.55,5.62,1836.34,65.0,34.47,21.79,0,1
2969.61,13.22,2699.08,33.0,51.15,15.35,1,1
114.05,18.49,2.87,49.0,19.47,21.16,1,1
2578.09,7.61,686.8,54.0,62.55,9.62,0,0
1727.43,15.7,629.76,73.0,77.0,58.29,1,0
2109.29,11.56,371.66,46.0,15.35,28.27,0,0
505.94,12.08,498.3,70.0,31.84,91.29,1,0
3915.19,2.16,1877.74,38.0,86.78,61.34,1,1
4712.31,15.99,308.08,67.0,50.55,35.96,1,0
116.23,20.78,2215.59,31.0,53.18,98.46,1,0
3008.86,3.39,2661.07,58.0,72.24,95.32,0,1
3820.4,8.79,2779.76,23.0,57.79,77.86,1,0
1427.61,1.17,1980.53,74.0,6.96,79.17,1,0
3938.84,0.71,592.19,72.0,80.4,97.73,0,1
3163.61,23.75,255.89,43.0,92.28,60.05,1,0
4646.17,11.84,696.07,48.0,5.33,88.0,1,0
4905.12,8.53,2885.87,52.0,12.12,6.48,0,0
216.52,6.6,2887.04,34.0,70.2,55.41,1,0
2227.46,23.52,1145.76,56.0,60.45,50.25,0,0
2737.2,6.05,977.37,58.0,38.25,3.77,1,1
737.98,17.42,1530.03,48.0,53.92,8.7,1,0
1684.75,6.81,875.06,26.0,70.33,2.18,1,1
4938.3,1.69,2938.99,70.0,50.45,29.4,1,0
86.07,16.4,663.66,25.0,14.02,5.35,1,1
2265.28,0.04,1107.43,54.0,8.94,42.32,0,0
4214.06,16.22,1288.11,24.0,43.89,81.27,1,0
1622.89,6.01,375.19,26.0,92.29,61.38,0,0
2401.59,17.91,1148.47,19.0,55.78,67.38,1,0
4890.34,18.47,2570.19,39.0,35.82,3.15,1,0
2377.01,17.38,421.08,54.0,90.87,83.95,1,0
658.95,0.59,1752.07,48.0,38.86,14.62,0,0
263.35,16.89,1219.91,56.0,50.91,30.27,0,0
4727.36,23.76,511.61,56.0,11.65,51.68,0,0
1332.72,5.82,37.01,26.0,73.74,93.0,1,0
2522.8,6.58,820.03,21.0,70.03,99.81,0,0
458.06,19.52,185.49,54.0,79.42,78.27,1,1
2121.16,3.85,1130.31,55.0,32.52,72.93,1,1
4650.88,15.85,2430.63,50.0,43.61,52.77,0,0
2514.55,18.12,2159.06,32.0,16.83,66.56,1,1
4855.82,0.89,2842.15,64.0,96.45,14.44,0,0
1297.88,13.29,1281.05,22.0,8.61,26.92,0,0
2525.2,13.82,2123.4,54.0,64.9,98.46,0,1
4298.36,7.28,1996.03,25.0,70.53,97.96,1,0
2244.02,21.03,651.14,55.0,15.77,32.3,1,0
1401.04,3.91,910.75,42.0,36.53,24.1,1,0
4278.1,8.74,1589.49,59.0,4.31,22.95,0,0
1952.5,20.37,2389.97,21.0,55.66,48.49,0,0
2655.96,4.58,1385.44,50.0,99.49,22.38,0,0
4882.75,19.71,683.22,26.0,42.99,64.85,1,0
936.48,1.9,2980.4,57.0,99.0,7.48,1,1
1510.5,11.74,346.74,25.0,12.62,10.37,0,0
160.19,1.81,2867.67,22.0,39.25,27.69,0,1
1962.23,16.27,2427.14,59.0,90.2,77.74,0,1
1004.92,18.97,2516.68,22.0,87.67,32.33,1,0
3401.77,20.4,2384.75,31.0,32.36,47.08,1,1
910.7,23.55,624.51,65.0,67.86,65.66,0,0
3375.69,16.13,1897.75,64.0,88.62,78.85,1,1
1321.06,18.46,2270.25,67.0,76.69,30.71,0,0
1779.31,12.14,2237.06,37.0,62.85,73.1,0,0
1747.56,21.91,814.7,48.0,15.26,28.61,0,0
3585.17,15.45,543.36,62.0,7.3,64.45,0,0
2335.21,21.21,984.37,26.0,61.46,45.09,1,0
1809.69,5.65,1439.53,59.0,50.03,92.66,1,0
4263.85,11.92,1721.34,24.0,23.8,98.21,1,0
2861.89,17.52,2510.85,70.0,29.28,77.41,1,1
1073.08,4.87,2307.1,54.0,39.21,91.55,0,0
4500.96,5.07,2028.45,46.0,49.55,13.65,0,0
1716.54,23.47,790.47,46.0,39.03,65.45,0,0
199.7,10.43,1436.64,28.0,38.73,19.84,0,0
2475.53,4.36,1006.31,38.0,11.57,27.7,1,0
624.07,7.96,704.78,59.0,86.56,52.28,1,1
1196.14,9.54,30.74,49.0,60.92,74.2,1,0
3736.82,14.95,1018.39,48.0,14.61,72.15,0,0
658.11,22.15,768.35,29.0,42.39,86.95,1,0
4035.69,23.68,1715.71,57.0,41.67,55.93,0,0
4684.85,15.64,186.91,40.0,60.06,92.63,0,0
3034.63,16.8,811.56,28.0,60.89,88.79,1,0
3553.24,7.72,134.31,72.0,64.52,84.91,1,1
3569.37,20.57,1924.25,47.0,69.79,22.95,1,1
4964.08,5.23,1704.57,48.0,10.34,53.14,1,1
1710.98,2.55,1012.44,74.0,30.49,73.62,1,1
818.47,23.36,442.0,39.0,1.73,97.61,0,1
2598.24,20.74,2873.76,72.0,45.46,1.16,1,0
2668.58,7.29,1753.18,58.0,42.94,32.71,1,0
893.67,16.2,2037.34,54.0,73.43,34.24,0,1
3067.48,11.21,1594.05,31.0,16.71,28.85,1,0
75.55,7.76,2419.6,21.0,63.15,81.74,0,0
4638.7,6.88,2689.14,43.0,30.67,4.51,1,1
1326.55,3.26,1148.13,19.0,38.19,35.94,1,0
202.6,13.18,2070.08,22.0,71.93,71.17,1,0
545.71,10.72,689.66,52.0,7.15,40.67,1,1
1205.04,12.29,1955.57,59.0,34.28,14.41,0,0
1373.16,5.17,1197.47,28.0,39.13,61.09,1,0
168.89,22.53,20.34,60.0,71.57,52.26,1,1
1400.38,15.33,2866.58,72.0,19.92,98.18,1,0
968.74,21.59,2605.32,60.0,94.74,74.85,0,0
1896.21,2.62,872.51,63.0,99.78,98.62,1,1
1928.91,14.95,2993.27,58.0,81.89,18.64,1,0
1698.34,20.39,951.38,31.0,29.97,76.16,0,0
1642.98,7.94,1376.53,39.0,66.39,55.16,0,0
453.21,4.68,2553.78,72.0,8.31,71.25,1,0
130.9,6.36,913.79,56.0,87.13,46.76,0,0
1014.56,6.55,1351.62,63.0,51.6,21.24,0,1
3784.46,10.73,1996.76,73.0,17.64,4.57,1,1
4954.09,7.82,391.4,31.0,32.74,83.83,0,0
4642.99,6.51,1267.05,36.0,80.07,81.48,0,0
2523.58,15.56,928.23,55.0,87.02,16.25,0,0
2661.46,1.27,2030.32,19.0,51.97,64.52,1,1
1576.33,8.17,407.91,51.0,48.03,73.77,0,0
3870.83,16.55,698.19,64.0,75.07,55.76,0,0
3824.96,4.22,2134.13,53.0,82.62,31.72,0,0
4222.14,5.3,468.67,35.0,76.48,88.09,0,0
4478.05,4.82,1266.06,59.0,38.44,64.24,1,1
2174.57,0.02,2138.64,26.0,64.19,72.02,0,1
3835.54,11.37,2296.41,69.0,85.74,65.21,1,1
4032.96,0.94,284.64,24.0,15.18,72.13,0,0
1545.76,6.55,2555.99,67.0,38.81,14.51,0,0
4646.57,23.88,2171.92,46.0,5.66,92.26,0,0
476.24,22.04,1017.88,42.0,40.89,28.58,0,0
4971.37,5.16,2291.41,47.0,77.23,83.66,0,0
3851.6,7.44,2184.9,29.0,19.7,89.34,0,0
470.89,11.13,1802.67,44.0,54.19,65.12,1,0
3282.87,20.27,1675.44,66.0,3.66,59.83,1,0
175.73,19.26,2204.11,64.0,89.76,10.9,0,0
3852.08,3.03,2997.78,27.0,82.0,43.62,0,1
3997.12,2.99,1735.66,56.0,52.44,61.16,0,1
3014.04,10.0,2426.15,67.0,70.58,8.19,1,1
4285.02,20.88,2232.82,65.0,10.39,11.15,0,0
493.93,21.17,2567.43,42.0,84.52,99.35,0,0
1383.24,2.58,2863.57,21.0,71.53,33.22,0,0
2073.82,13.78,579.25,71.0,12.0,34.97,1,1
217.08,3.74,496.38,41.0,98.07,25.15,0,0
2243.84,16.47,1759.06,39.0,2.25,64.6,1,0
1329.74,21.99,1347.89,61.0,62.85,47.31,0,0
1966.71,10.91,1712.17,33.0,17.18,79.04,0,0
2128.39,1.99,2394.13,66.0,71.93,51.25,1,1
4397.66,13.9,2795.14,22.0,7.04,1.54,0,1
1355.35,9.8,1252.25,60.0,8.11,48.27,1,0
4469.25,19.46,2153.8,73.0,46.63,5.52,0,1
2132.72,8.17,590.4,75.0,99.4,82.68,1,0
1642.4,21.0,1603.66,71.0,27.65,11.37,0,0
2515.05,6.57,65.41,68.0,61.25,21.7,1,1
2091.63,3.78,1511.25,34.0,51.86,46.0,1,0
1290.57,7.36,1636.01,73.0,84.21,19.52,1,1
2515.88,0.84,2206.34,71.0,28.86,53.92,0,0
763.25,6.75,1948.45,48.0,55.49,46.07,0,0
1762.89,15.84,1075.19,41.0,95.06,95.25,1,0
2831.12,3.41,17.19,24.0,33.26,8.84,0,1
2069.97,2.67,346.46,52.0,43.94,57.67,0,0
4120.44,3.18,2919.18,58.0,88.88,72.04,1,0
1287.33,1.86,2767.0,41.0,33.25,12.76,0,0
4849.01,20.99,975.28,41.0,38.07,63.65,0,0
3924.69,22.66,776.56,51.0,30.41,86.42,1,0
4838.13,1.12,1309.25,20.0,80.95,78.76,0,0
4191.49,18.24,2069.82,73.0,93.04,93.52,1,0
714.81,17.69,1070.48,35.0,63.11,72.06,1,0
2634.67,23.93,201.88,26.0,62.36,39.4,0,0
854.04,8.35,1208.39,18.0,39.0,92.05,0,0
4092.05,6.85,781.77,67.0,1.25,22.54,1,1
2922.89,10.87,974.79,67.0,17.39,58.37,0,0
1320.93,20.56,488.87,23.0,14.74,76.57,0,0
4648.35,17.49,1976.52,27.0,11.59,87.23,1,1
580.35,11.32,1579.89,44.0,65.4,91.65,1,0
2821.49,5.87,812.59,29.0,13.63,8.5,0,1
3606.6,17.45,1661.59,60.0,8.56,72.61,0,1
298.95,20.51,1478.12,21.0,38.26,20.41,0,0
2991.29,9.6,2387.92,49.0,24.9,77.91,1,0
4080.43,16.05,2867.95,40.0,14.59,70.07,0,1
342.3,9.61,392.01,45.0,14.61,18.14,1,0
2563.65,11.48,2651.74,42.0,25.62,83.28,0,1
1296.49,12.6,2114.39,27.0,53.68,46.18,0,0
3316.31,18.62,2077.66,31.0,75.81,54.39,1,1
597.79,23.46,1122.9,22.0,85.28,97.14,1,1
4685.57,10.66,1031.72,25.0,75.14,65.66,1,0
4474.17,8.22,16.92,74.0,62.82,58.86,1,0
933.94,8.97,2946.61,34.0,90.76,1.68,0,0
1619.71,3.21,1819.52,36.0,51.97,19.92,0,0
2940.24,7.13,1206.99,25.0,63.34,2.66,0,0
3591.72,2.07,1631.31,61.0,41.16,33.33,0,0
2216.07,10.27,121.58,71.0,32.74,34.45,0,0
785.68,4.02,520.95,63.0,33.17,53.03,0,0
525.24,8.31,1870.08,53.0,14.83,68.98,1,0
4998.83,19.05,1542.79,64.0,79.66,17.93,0,1
2279.48,5.9,2361.22,41.0,5.54,60.17,0,0
4363.3,14.69,1976.23,67.0,67.47,91.7,1,1
2414.47,21.63,1804.31,64.0,86.45,18.5,0,0
4612.18,13.61,2445.8,18.0,49.74,65.91,0,0
443.36,4.65,204.79,46.0,7.02,4.56,1,0
574.53,8.27,2072.66,33.0,42.84,53.11,1,0
4648.51,14.17,2146.77,23.0,34.32,74.15,1,1
4737.73,12.16,825.49,66.0,98.55,3.4,1,0
1577.01,3.57,586.95,18.0,69.13,33.37,1,0
1779.05,10.72,641.56,60.0,72.14,87.8,1,0
2264.99,13.03,594.42,74.0,51.58,22.55,1,0
2083.73,6.42,1571.35,45.0,70.94,72.29,0,0
954.28,14.7,406.88,39.0,72.26,61.22,1,0
4492.39,1.68,1977.86,53.0,6.64,16.37,1,0
1270.27,8.08,315.23,64.0,22.26,74.17,1,0
3527.84,19.3,80.67,32.0,1.3,53.21,0,0
340.44,6.22,957.87,32.0,50.98,11.2,1,0
198.56,14.52,575.58,53.0,87.58,94.94,0,0
3270.38,9.84,2965.99,72.0,60.96,49.2,0,1
1698.38,7.6,908.99,35.0,50.02,74.51,1,0
3279.02,21.99,666.19,39.0,92.6,21.77,0,1
474.64,8.24,590.31,75.0,17.22,13.72,0,0
4749.51,5.68,1121.56,28.0,7.46,74.13,0,0
3743.83,21.82,1817.55,22.0,91.73,67.38,0,0
4381.95,17.9,2345.84,52.0,90.28,27.41,1,1
686.67,16.36,1093.73,19.0,68.3,74.63,1,0
1604.2,1.19,1877.91,28.0,24.6,50.5,1,1
1844.88,3.15,1446.18,53.0,96.98,34.86,0,0
2688.18,15.32,2539.49,56.0,76.53,78.69,1,1
1487.86,5.03,1707.13,47.0,67.39,61.68,1,0
307.85,5.42,869.68,40.0,22.29,50.73,0,0
1847.55,18.7,2110.76,51.0,51.31,77.31,1,1
1276.47,6.86,2460.19,55.0,82.26,54.48,1,0
1932.68,1.72,1396.32,64.0,86.03,93.85,0,1
988.81,0.87,2961.59,63.0,56.14,81.81,0,0
1313.17,10.64,2637.29,56.0,52.28,35.82,1,1
3136.63,14.81,590.86,69.0,69.77,46.49,0,0
1943.83,20.85,2360.27,66.0,52.82,95.73,0,0
1730.19,2.66,1802.85,26.0,41.77,89.52,1,0
2671.86,4.72,1604.43,73.0,8.54,19.12,1,1
3860.44,12.72,1541.82,69.0,12.6,27.43,1,0
1897.45,8.74,2560.23,36.0,76.03,36.44,1,0
2939.66,11.58,1832.62,19.0,2.47,87.98,1,1
4831.18,22.18,1613.12,52.0,5.23,92.74,0,0
2612.29,13.08,146.58,43.0,90.46,80.23,0,0
4549.44,9.96,1344.91,61.0,70.4,27.57,1,0
3969.39,23.75,2724.12,48.0,0.42,88.71,0,1
298.3,1.57,2135.21,22.0,31.2,3.29,1,1
2148.35,22.37,152.86,32.0,76.33,42.28,0,0
3493.1,12.04,2651.98,68.0,41.76,37.76,0,0
4933.63,12.09,2480.0,20.0,46.88,53.52,0,0
2294.59,22.13,1640.05,60.0,45.88,56.06,1,0
468.46,12.18,67.22,35.0,20.21,22.54,1,1
2812.24,10.52,1687.29,44.0,72.14,20.46,1,1
637.19,6.54,163.77,48.0,10.3,80.36,0,0
3758.84,15.81,961.14,32.0,50.73,7.62,1,0
2540.85,13.67,1886.73,55.0,17.0,49.33,0,0
3618.54,5.14,2738.74,58.0,4.65,19.16,1,0
4347.46,17.03,1073.39,23.0,14.32,31.96,0,0
3146.6,15.46,2580.07,39.0,86.93,27.73,1,1
3064.13,9.54,2755.08,60.0,17.61,70.85,1,1
3774.08,0.11,63.13,59.0,27.84,45.6,0,0
4213.06,10.72,718.28,49.0,13.81,29.94,1,1
4345.92,0.15,2129.59,62.0,73.55,83.14,1,1
186.97,1.8,2270.53,24.0,44.54,8.58,0,0
2783.17,10.33,1177.25,25.0,94.36,76.64,0,1
1085.27,1.97,1970.26,55.0,66.43,24.83,0,1
4302.43,6.62,1836.48,58.0,53.14,91.8,0,0
3243.75,15.73,2219.32,64.0,65.66,0.56,1,1
2104.01,7.41,2155.98,28.0,4.04,55.67,1,0
944.58,23.94,257.61,47.0,95.07,62.23,1,0
1698.42,21.99,474.75,56.0,95.64,57.73,0,1
3520.37,14.05,398.18,31.0,27.61,81.5,0,0
1025.78,23.21,2797.44,47.0,62.83,11.22,1,1
472.45,20.83,2740.63,54.0,20.19,41.56,0,1
4440.7,7.65,2392.24,30.0,54.75,86.37,1,1
3822.23,17.99,350.16,39.0,77.08,88.87,1,0
1002.98,3.28,1722.81,30.0,93.98,49.83,1,0
1465.1,16.43,561.69,69.0,33.92,55.8,1,0
4860.49,11.79,1105.15,31.0,69.35,76.39,1,0
3542.38,0.4,801.27,25.0,71.64,77.96,0,0
3054.56,6.58,2486.79,20.0,22.11,88.81,1,0
1541.6,22.93,433.35,21.0,62.9,84.39,0,0
1499.13,7.58,1938.54,29.0,65.54,41.44,0,0
202.42,4.35,2951.68,53.0,76.41,64.98,0,0
3643.77,4.5,2061.16,19.0,99.99,48.32,1,1
220.66,11.5,237.7,34.0,4.02,11.8,0,0
29.26,20.22,2723.55,21.0,20.23,82.17,1,0
3648.83,18.19,1929.24,41.0,14.51,60.18,0,0
4744.62,10.48,1368.93,21.0,15.44,5.8,1,0
3783.73,5.01,1979.08,53.0,45.42,67.69,0,0
2360.84,1.11,2637.13,57.0,87.85,28.31,1,1
2432.8,11.1,1431.38,60.0,44.87,6.93,0,0
2183.5,19.55,1593.96,31.0,66.85,60.66,1,0
1626.6,17.51,1357.34,68.0,37.65,73.22,0,0
2610.96,9.81,217.77,57.0,31.97,51.73,1,0
2158.6,14.27,2361.21,21.0,83.42,0.56,0,1
2992.85,10.47,379.24,43.0,65.55,57.69,1,0
4491.11,13.9,1183.71,62.0,35.09,0.66,0,0
4975.07,12.42,1160.47,36.0,91.42,92.64,0,0
398.32,16.34,840.12,40.0,49.85,26.73,1,0
1926.49,12.19,1207.52,54.0,18.83,87.1,1,0
907.63,22.57,1854.03,21.0,48.32,1.21,0,1
1763.84,10.27,934.16,73.0,67.47,9.72,0,0
1440.93,0.38,517.54,28.0,36.71,45.14,1,0
876.81,5.67,2608.1,20.0,84.38,75.86,0,0
3821.56,12.01,2912.5,18.0,53.31,94.26,1,1
2483.96,12.97,1375.75,41.0,46.78,52.11,1,0
4596.63,13.26,981.06,68.0,85.87,35.55,1,0
167.8,17.15,142.45,65.0,46.29,4.46,1,0
339.56,6.59,110.55,70.0,41.44,58.37,0,0
2019.35,15.96,1178.65,48.0,10.37,38.0,0,0
405.99,16.9,2790.73,44.0,36.25,90.91,0,0
1317.33,9.87,2192.13,40.0,39.7,48.01,0,0
4930.22,9.65,1047.81,21.0,18.06,76.54,1,0
1048.75,4.29,2904.14,70.0,58.78,84.82,1,0
994.6,9.94,1286.27,46.0,14.38,9.83,0,1
2870.34,18.88,830.38,44.0,22.37,44.08,1,0
2492.5,21.82,1279.06,47.0,56.11,89.37,0,0
2904.29,14.25,634.63,63.0,26.9,42.45,0,0
1886.79,7.18,2656.92,31.0,63.97,56.52,0,0
4134.68,16.37,1083.52,58.0,69.05,87.31,0,0
697.21,17.76,1973.91,59.0,30.13,23.26,1,0
2144.82,7.97,1167.14,66.0,8.74,89.46,1,0
3450.36,19.84,2705.19,18.0,48.95,39.7,1,1
4341.84,1.77,1927.14,28.0,9.29,59.3,1,1
1851.01,0.26,1464.76,45.0,51.52,32.8,0,1
2840.89,2.95,396.43,66.0,72.62,52.71,1,1
350.35,3.74,2705.75,73.0,62.03,4.93,1,1
855.74,21.09,1640.45,52.0,44.83,6.53,1,1
350.35,10.2,855.16,30.0,94.59,41.47,1,0
3640.77,6.6,2633.78,29.0,10.17,33.5,1,0
1443.86,10.3,163.32,54.0,88.0,61.58,0,0
3620.11,9.48,942.23,30.0,80.01,3.79,1,1
336.66,7.24,1610.49,50.0,41.97,16.77,0,1
4313.43,3.31,1019.44,66.0,15.29,20.96,0,1
4178.47,15.74,1430.2,40.0,15.59,44.05,0,0
449.2,3.28,792.95,40.0,92.18,24.68,0,1
123.66,18.61,390.25,20.0,23.37,13.77,1,0
286.16,4.84,110.56,32.0,87.41,59.76,1,0
4268.88,17.55,472.94,58.0,50.33,74.39,1,0
1177.34,19.33,2858.84,39.0,46.17,68.53,0,0
2743.63,3.01,1726.21,27.0,61.95,27.62,1,0
2134.09,2.08,1466.88,24.0,21.5,85.44,0,0
3978.65,22.79,1152.97,23.0,42.84,61.18,1,1
2447.05,11.11,2125.26,56.0,93.85,61.47,0,0
2505.8,15.13,423.78,53.0,23.83,21.28,0,0
4945.51,0.56,828.39,48.0,92.16,24.22,0,0
754.9,6.69,1967.71,47.0,99.42,47.48,1,0
4154.37,12.13,1437.19,27.0,5.19,23.78,1,0
263.49,21.27,2310.28,47.0,53.14,68.81,1,0
2390.86,6.51,2691.33,21.0,17.18,30.86,0,0
